N° inventaire,Date de réception,Titre,Auteur,Editeur,Date d'édition,Lieu d'édition,Edition,Mode d'acquisition,Statut,Fournisseur,N° achat,Prix,Cote,Localisation,Observation
2990,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/3,ENSIA,
2991,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/4,ENSIA,
2992,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/5,ENSIA,
2993,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/6,ENSIA,
2994,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/7,ENSIA,
2995,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/8,ENSIA,
2996,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/9,ENSIA,
2997,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/10,ENSIA,
2998,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/11,ENSIA,
2999,,Entrepreneuriat approche globale et pratique : Lancez votre startup et devenez entrepreneur,M-Said OUKIL,OPU,2019.0,ALGER,,Achat,Prêt externe,,,,330/SAI/12,ENSIA,
3,2021-11-01,Calcul DIfferentiel et Integral Tome 01,"Piskounov,N",Office des Publications Universitaires,2006.0,algerie,,Achat,Prêt externe,,,,515.33/PIS/1/2,ENSIA,
30,2021-12-19,Comprendre La Micro-Economie cours et exercices,AZAMOUM SAID,Office des Publications Universitaires,2011.0,ALGER,3E ED,Achat,Prêt externe,opu,2021-11-01 00:00:00,642.2,338.5/AZA/2,ENSIA,
300,,Méthodes statistiques : rappels de cours et exercices corrigés,KHALED KHALDI,Office des Publications Universitaires,2017.0,ALGER,,Achat,Prêt externe,,,,510/KHA/17,ENSIA,
3000,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/3,ENSIA,
3001,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/4,ENSIA,
3002,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/5,ENSIA,
3003,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/6,ENSIA,
3004,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/7,ENSIA,
3005,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/8,ENSIA,
3006,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/9,ENSIA,
3007,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/10,ENSIA,
3008,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/11,ENSIA,
3009,,RECHERCHE D'INFORMATION : COURS ET EXERCICES CORRIGES,BADDARI Kamel,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BAD/12,ENSIA,
301,2021-12-19,Cours d'analyse numérique,Lakrib Mustapha,OPU,2016.0,ALGER,,Achat,Consultation sur place,opu,2021-11-01 00:00:00,412.84,518/LAK/1,ENSIA,
3010,,LECTURE NOTES IN ENGLISH FOR COMPUTING,Belabdelouahab-Fernini Linda,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BEL/1,ENSIA,
3011,,LECTURE NOTES IN ENGLISH FOR COMPUTING,Belabdelouahab-Fernini Linda,OPU,2017.0,ALGER,,Achat,Prêt externe,,,,004 BEL/2,ENSIA,
