Title,Reader_num,category,borrowing_duration,borrowing date,return date
ALGÈBRE 1RE ANNÉE,4822779,1,15,2024-10-20,2024-11-04
ALGÈBRE 1RE ANNÉE,5306241,1,15,2024-10-30,2024-11-14
ALGÈBRE 1RE ANNÉE,11885143,1,32,2024-10-16,2024-11-17
ALGÈBRE 1RE ANNÉE,6010862,1,15,2024-10-09,2024-10-24
ALGÈBRE 1RE ANNÉE,3802346,2,11,2023-10-17,2023-10-28
PRINCIPES D'ANALYSE MATHÉMATIQUE : COURS ET EXERCICES,1291614,3,7,2023-10-23,2023-10-30
PROGRAMMATION PYTHON PAR LA PRATIQUE,8499357,3,7,2024-03-11,2024-03-18
PYTHON POUR LE DATA SCIENTIST : DES BASES DU LANGAGE AU MACHINE LEARNING,9193555,4,17,2024-10-24,2024-11-10
"PASS BIOSTATISTIQUES, PROBABILITÉS, MATHÉMATIQUES : PARCOURS SANTÉ & L.AS",3789766,2,15,2024-10-29,2024-11-13
"PASS BIOSTATISTIQUES, PROBABILITÉS, MATHÉMATIQUES : PARCOURS SANTÉ & L.AS",3920610,2,15,2024-10-20,2024-11-04
PARLER ET FAIRE UNE PRÉSENTATION EN PUBLIC EN TOUTE CONFIANCE : APPRENDRE,1138472,3,7,2023-10-23,2023-10-30
ANATOMIE ET PHYSIOLOGIE HUMAINES,7365427,4,10,2023-10-23,2023-11-02
MARKETING MANAGEMENT,5338926,3,17,2024-09-26,2024-10-13
LE MBA VISUEL : DEUX ANNÉES DE MBA EN UN UN SEUL LIVRE DANS LEQUEL UN DESSIN VAUT MIEUX QUE 1000 MOT,3789148,2,15,2024-10-29,2024-11-13
PENSER COMME UN MILLIONAIRE :CHANGER SES HABITUDES POUR RÉUSSIR ET ÉTRE HEUREUX,5882965,1,17,2024-10-17,2024-11-03
DÉVELOPPER DES BASES DE DONNÉES WEB AVEC LA PLATEFORME .NET : ÉTAPE PAR ÉTAPE,7355082,4,10,2023-10-23,2023-11-02
"INTRODUCTION AU TRAITEMENT D'IMAGES : THÉORIES, ALGORITHMES, APPLICATIONS",9193555,4,17,2024-10-24,2024-11-10
TOUT LE PROGRAMME DE MATHÉMATIQUE EN BCPTI 1 : AVEC 1000 EXERCICES ET PROBLÈMES,5846417,1,15,2024-10-22,2024-11-06
"LES MATHÉMATIQUES EN LICENCE : COURS ET EXERCICES RÉSOLUS, 2E ANNÉE. TOME1",7345484,4,10,2023-10-23,2023-11-02
RECHERCHE OPÉRATIONNELLE POUR INGÉNIEURS. 2,11729923,3,15,2024-10-23,2024-11-07
400 EXERCICES CORRIGÉS D'ALGÈBRE AVEC RAPPELS DE COURS POUR SPÉ MP-MP*,4,0,30,2024-10-29,2024-11-28
"CALCUL DES PROBABILITÉS : COURS, EXERCICES ET PROBLÈMES CORRIGÉS",3776257,2,15,2024-09-30,2024-10-15
"INTRODUCTION A L'ANALYSE MATHÉMATIQUE. T. 3, INTÉGRATION, CALCULS DES PRIMITIVES, ÉQUATIONS DIFFÉRENTIELLES",7354703,4,10,2023-10-23,2023-11-02
ANALYSE PC-PSI-PT : 2E ANNÉE : COURS ET 800 EXERCICES CORRIGÉS,3892332,3,15,2024-10-13,2024-10-28
PROBABILITÉ : EXERCICES CORRIGÉS,1352515,2,15,2024-09-29,2024-10-14
ALGÈBRE : COURS ET EXERCICES AVEC SOLUTIONS,4712505,1,17,2024-10-17,2024-11-03
"CHAINES DE MARKOV : COURS, EXERCICES ET CORRIGÉS DÉTAILLÉS",6908574,3,17,2024-10-17,2024-11-03
APPRENDRE LE C++,5689795,1,15,2024-10-22,2024-11-06
PROGRAMMER EN C++,6139597,1,15,2024-10-27,2024-11-11
C++,5754033,1,17,2024-10-17,2024-11-03
APPRENDRE JAVA ET C++ EN PARALLÈLE,4954660,1,15,2024-10-22,2024-11-06
COMMENT PROGRAMMER EN C++,3838796,2,11,2023-10-17,2023-10-28
INITIATION L'ALGORITHMIQUE,8,1,15,2023-10-17,2023-11-01
INITIATION L'ALGORITHMIQUE,5116934,1,17,2024-10-24,2024-11-10
INITIATION L'ALGORITHMIQUE,3825689,2,11,2023-10-17,2023-10-28
ANALYSE : FONCTIONS DE PLUSIEURS VARIABLES ET GÉOMÉTRIE ANALYTIQUE,3898205,2,15,2024-10-16,2024-10-31
"ANALYSE MP : COURS, MÉTHODES ET EXERCICES CORRIGÉS",3882060,2,15,2024-10-01,2024-10-16
ANALYS CONCEPT ET CONTEXTES : VOLUME 2 .FONCTIONS DE PLUSIEURS VARIABLES,3857844,2,22,2024-10-15,2024-11-06
"FORMULES DE TAYLOR, DÉVELOPPEMENTS LIMITÉS : L1, L2, L3, CLASSES PRÉPARATOIRES",3,0,15,2023-10-17,2023-11-01
EXERCICES CORRIGÉS D'ANALYSE : 1ÈRE ANNÉE LMD,3800446,2,10,2024-03-11,2024-03-21
